index,epoch,train_loss,valid_loss,manual_loss,learning_rate
0,0,0.9979709840390787,0.9978824322766596,0.5321861057998725,1.4105651059948075e-07
1,1,0.9973003071142857,0.9975677291945656,0.3971210838272651,1.4105651059948075e-07
2,2,0.9969603507167315,0.9973299910526464,0.25139664804469275,1.4105651059948075e-07
3,3,0.9964732140658861,0.9970799413057837,0.20425029515938609,1.4105651059948075e-07
4,4,0.9962905593127368,0.9969024829345174,0.22755227552275525,1.4105651059948075e-07
5,5,0.9960759707181103,0.9967449354653312,0.18357487922705318,1.4105651059948075e-07
6,6,0.9958061889348278,0.996588395963801,0.2470837751855779,1.4105651059948075e-07
7,7,0.9955787542331741,0.9963834126396934,0.2134831460674157,1.4105651059948075e-07
8,8,0.9953539288376432,0.9962595600893002,0.20274914089347074,1.4105651059948075e-07
9,9,0.9955470778077722,0.9961748282508095,0.19266055045871555,1.4105651059948075e-07
10,10,0.9952314783377476,0.9960996945305626,0.22860238353196105,1.4105651059948075e-07
11,11,0.9950193190479658,0.9960318957224931,0.21325966850828726,1.4105651059948075e-07
12,12,0.994960833355725,0.9959843524611822,0.21322690992018245,1.4105651059948075e-07
13,13,0.9949757036459873,0.9959398053660251,0.20467836257309946,1.4105651059948075e-07
14,14,0.9951324968698965,0.9959078678990355,0.20685714285714285,1.4105651059948075e-07
15,15,0.9951099634645469,0.9958881328601649,0.20094007050528795,1.4105651059948075e-07
16,16,0.9947343630144796,0.995870305760072,0.20092915214866436,1.4105651059948075e-07
17,17,0.9949870294783695,0.9958509672986399,0.2073732718894009,1.4105651059948075e-07
18,18,0.9951344965938553,0.9958375916622653,0.20370370370370372,1.4105651059948075e-07
19,19,0.9949100775072774,0.9958199386549468,0.20554272517321015,1.4105651059948075e-07
20,20,0.9948945527532661,0.9958181888750284,0.20370370370370372,1.4105651059948075e-07
21,21,0.9948005056476213,0.9958102254584285,0.1976470588235294,1.4105651059948075e-07
22,22,0.9949416029025834,0.995803699635043,0.19859813084112155,1.4105651059948075e-07
23,23,0.9946726377741749,0.9957960655193517,0.19953325554259038,1.4105651059948075e-07
24,24,0.9950328794608553,0.9957917261831831,0.19718309859154926,1.4105651059948075e-07
25,25,0.9948424307473627,0.9957905028126027,0.199057714958775,1.4105651059948075e-07
26,26,0.994918920841825,0.9957858866984302,0.1957796014067995,1.4105651059948075e-07
27,27,0.9947686884032778,0.9957874375994843,0.19859813084112155,1.4105651059948075e-07
28,28,0.9950416726895063,0.9957836128697537,0.20185614849187938,1.4105651059948075e-07
29,29,0.9949289557943306,0.995782459136283,0.19766081871345031,1.4105651059948075e-07
30,30,0.9949598110529531,0.9957860253825046,0.19766081871345031,1.4105651059948075e-07
31,31,0.9944519607194391,0.9957790947196508,0.19766081871345031,1.4105651059948075e-07
32,32,0.9947661303903952,0.995777699026731,0.1957796014067995,1.4105651059948075e-07
33,33,0.9949244545750409,0.9957769902625887,0.19623971797884843,1.4105651059948075e-07
34,34,0.995213017995614,0.9957753803470347,0.19575471698113212,1.4105651059948075e-07
35,35,0.9948017378727279,0.99577396753991,0.19623971797884843,1.4105651059948075e-07
36,36,0.9949303354875025,0.9957755237522692,0.1976470588235294,1.4105651059948075e-07
37,37,0.9945907915730875,0.9957741227480444,0.19621749408983447,1.4105651059948075e-07
38,38,0.994908201979451,0.9957731130099533,0.19623971797884843,1.4105651059948075e-07
39,39,0.994963092395509,0.995772372968126,0.19621749408983447,1.4105651059948075e-07
40,40,0.9948184454583552,0.9957680660899323,0.19670200235571256,1.4105651059948075e-07
41,41,0.9949756927224269,0.9957643003747014,0.19529411764705884,1.4105651059948075e-07
42,42,0.9947329550625319,0.9957693992274823,0.19668246445497628,1.4105651059948075e-07
43,43,0.9946545975141792,0.9957664060120536,0.19529411764705884,1.4105651059948075e-07
44,44,0.995143987030622,0.9957701734977193,0.19811320754716977,1.4105651059948075e-07
45,45,0.9948165442839086,0.9957647624582348,0.19621749408983447,1.4105651059948075e-07
46,46,0.9946492813022964,0.9957662201163793,0.1985815602836879,1.4105651059948075e-07
47,47,0.9950691342828758,0.995765210378288,0.1952380952380952,1.4105651059948075e-07
48,48,0.9947452860999393,0.9957656866253013,0.19670200235571256,1.4105651059948075e-07
49,49,0.994787594711638,0.99576468632953,0.19572953736654808,1.4105651059948075e-07
50,50,0.9946182864120757,0.9957644597138509,0.19339622641509435,1.4105651059948075e-07
51,51,0.9949726051543338,0.9957619557286254,0.19623971797884843,1.4105651059948075e-07
52,52,0.9946993646393734,0.9957588964169568,0.19480519480519476,1.4105651059948075e-07
53,53,0.9946948045278451,0.9957620088416751,0.19810201660735471,1.4105651059948075e-07
54,54,0.994878317967829,0.99576069871978,0.19339622641509435,1.4105651059948075e-07
55,55,0.9947730165078821,0.9957624113205636,0.19529411764705884,1.4105651059948075e-07
56,56,0.9948340454899457,0.9957645771527054,0.19529411764705884,1.4105651059948075e-07
57,57,0.9948647095862613,0.9957550280164964,0.19377990430622005,1.4105651059948075e-07
58,58,0.9949968827673163,0.9957584821351684,0.19761904761904758,1.4105651059948075e-07
59,59,0.9948241872141561,0.995756196503592,0.1918465227817746,1.4105651059948075e-07
60,60,0.9950410049275098,0.9957551714217309,0.19668246445497628,1.4105651059948075e-07
61,61,0.9949181402821939,0.9957570994254386,0.19716646989374265,1.4105651059948075e-07
62,62,0.9949947315383243,0.9957570799506537,0.19623971797884843,1.4105651059948075e-07
63,63,0.9949065237881178,0.9957561811598221,0.19716646989374265,1.4105651059948075e-07
64,64,0.9949678914005538,0.9957532451884581,0.19480519480519476,1.4105651059948075e-07
65,65,0.9948876891953061,0.9957540460152201,0.19810201660735471,1.4105651059948075e-07
66,66,0.9952995045726518,0.995754606652968,0.1952662721893491,1.4105651059948075e-07
67,67,0.9947960906294713,0.9957523292834216,0.19623971797884843,1.4105651059948075e-07
68,68,0.9947222331130647,0.9957529973275591,0.1952380952380952,1.4105651059948075e-07
69,69,0.9949657123877232,0.9957538430053409,0.19434628975265023,1.4105651059948075e-07
70,70,0.9947442025302415,0.9957532463687482,0.1976331360946746,1.4105651059948075e-07
71,71,0.9947519677568717,0.9957500554547452,0.19377990430622005,1.4105651059948075e-07
72,72,0.9945851355434889,0.9957469790288718,0.1923536439665472,1.4105651059948075e-07
73,73,0.9947307254688673,0.9957460879099251,0.1918465227817746,1.4105651059948075e-07
